year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,JSTtrilemmaIV_R,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1904,UK,GBR,112,42611,4428,19,20,2,0,2,0,1,0,0,1,3,3,1,0,0,0,0,1,0,0,0,15.25,71.14,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1905,UK,GBR,112,42981,4520,19,20,2,0,2,0,1,0,0,1,3,3,1,0,0,0,0,1,0,0,0,14.87,68.44,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1906,UK,GBR,112,43361,4631,20,20,2,0,2,0,1,0,0,1,4,3,0,0,0,0,0,1,0,0,0,14.50,69.70,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1907,UK,GBR,112,43737,4679,20,20,2,0,2,0,1,1,0,1,4,3,1,0,0,0,0,1,0,0,0,14.31,70.45,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1908,UK,GBR,112,44124,4449,19,20,2,0,2,0,1,0,0,1,2,3,1,0,0,0,0,1,0,0,0,14.05,66.76,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1909,UK,GBR,112,44520,4511,19,20,2,0,2,0,1,0,0,1,2,3,1,0,0,0,0,1,0,0,0,13.75,66.20,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1910,UK,GBR,112,44916,4611,20,20,2,0,2,0,1,1,0,1,3,3,1,0,0,0,0,1,0,0,0,13.22,68.48,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1911,UK,GBR,112,45268,4709,20,21,2,0,2,0,1,1,0,1,3,3,1,0,0,0,0,1,0,0,0,12.80,66.31,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1912,UK,GBR,112,45426,4762,20,21,2,0,2,0,1,1,0,1,4,3,1,0,0,0,0,1,0,0,1,12.46,66.45,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1913,UK,GBR,112,45649,4921,21,21,2,0,2,0,1,1,0,1,4,3,1,0,0,0,0,1,0,0,1,12.01,65.91,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1914,UK,GBR,112,46049,4927,21,21,2,0,2,0,1,1,0,1,3,3,0,0,0,1,0,1,0,0,1,10.93,62.91,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1915,UK,GBR,112,46340,5288,23,22,3,0,3,0,1,1,0,1,4,4,1,0,1,2,0,1,0,0,1,9.95,52.62,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1916,UK,GBR,112,46514,5384,23,20,3,0,3,0,1,1,0,2,5,4,1,1,1,2,0,1,0,0,1,8.58,44.53,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1917,UK,GBR,112,46614,5421,23,18,4,0,4,0,1,1,0,2,5,5,1,1,1,3,0,1,0,0,1,7.65,44.99,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1918,UK,GBR,112,46575,5459,24,18,5,0,5,0,1,1,1,2,4,4,1,1,1,3,0,1,0,0,1,7.14,39.30,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1919,UK,GBR,112,46534,4870,21,21,5,0,5,0,1,1,1,3,3,5,1,1,1,2,0,1,0,0,1,6.77,54.84,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1920,UK,GBR,112,46821,4548,20,20,6,0,6,0,2,2,1,3,6,5,1,1,1,1,0,1,0,0,1,7.39,58.47,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1921,UK,GBR,112,44072,4439,19,20,5,0,5,0,1,1,1,3,5,5,1,2,1,1,0,1,0,0,1,7.67,51.85,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1922,UK,GBR,112,44372,4637,20,21,4,0,5,0,1,1,0,2,3,4,1,2,1,1,0,1,0,0,1,8.33,52.70,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1923,UK,GBR,112,44596,4760,20,22,4,0,4,0,1,1,0,2,3,4,1,2,1,1,0,1,0,0,1,8.45,56.14,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1924,UK,GBR,112,44915,4921,21,22,4,0,4,0,1,1,0,2,3,4,1,2,1,1,0,1,0,0,1,8.78,60.11,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1925,UK,GBR,112,45059,5144,22,22,4,0,4,0,1,1,0,2,4,4,1,2,1,1,0,1,0,0,1,9.03,63.95,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1926,UK,GBR,112,45232,4936,21,22,4,0,4,0,1,1,0,2,5,5,1,2,1,1,0,1,0,0,1,9.20,65.64,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1927,UK,GBR,112,45389,5315,23,23,4,0,4,0,1,1,0,2,4,5,1,2,1,1,0,1,0,0,1,9.23,65.12,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1928,UK,GBR,112,45578,5357,23,23,4,0,4,0,1,1,0,3,4,4,1,2,1,1,0,1,0,0,1,9.22,65.01,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1929,UK,GBR,112,45672,5503,24,24,5,0,4,0,1,1,0,3,5,5,1,2,1,1,0,1,0,0,1,9.31,67.28,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1930,UK,GBR,112,45866,5441,23,24,4,0,4,0,1,1,0,3,2,4,1,2,1,1,0,1,0,0,1,9.58,60.03,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1931,UK,GBR,112,46074,5138,22,24,4,0,4,0,1,0,0,3,4,5,1,2,1,1,0,1,0,1,1,9.79,61.60,,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1932,UK,GBR,112,46335,5148,22,24,4,0,4,0,1,0,0,3,1,4,1,2,1,1,0,1,0,1,1,8.77,47.10,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1933,UK,GBR,112,46520,5277,23,24,4,0,4,0,1,0,0,3,1,3,1,2,1,1,0,1,1,1,1,8.97,45.41,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1934,UK,GBR,112,46666,5608,24,25,4,0,4,0,1,0,0,3,1,3,1,2,1,1,0,1,1,1,1,9.11,46.50,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1935,UK,GBR,112,46868,5799,25,26,5,0,4,0,1,1,1,3,1,3,1,2,1,1,0,1,1,1,1,9.00,45.17,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1936,UK,GBR,112,47081,6035,26,26,5,0,4,0,1,1,1,3,1,3,1,2,1,1,0,2,1,1,1,8.54,45.77,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1937,UK,GBR,112,47289,6218,27,26,5,0,4,0,1,1,1,3,1,3,1,2,1,1,0,2,1,1,1,8.56,49.96,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1938,UK,GBR,112,47494,6266,27,27,5,0,4,0,1,1,1,3,1,3,1,2,1,1,0,2,1,1,1,8.83,51.31,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1939,UK,GBR,112,47991,6262,27,26,6,0,4,0,1,1,1,4,1,4,,1,1,1,0,2,1,1,1,8.36,49.35,,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1940,UK,GBR,112,48226,6856,30,24,7,0,5,-1,1,0,1,4,1,3,,1,2,4,0,2,1,1,1,7.64,39.38,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1941,UK,GBR,112,48216,7482,32,23,8,0,5,-1,1,0,1,5,1,3,,1,3,5,0,2,1,1,1,6.72,29.59,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1942,UK,GBR,112,48400,7639,33,23,9,0,6,-1,1,0,1,5,1,3,,2,3,6,0,1,1,1,1,6.32,25.96,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1943,UK,GBR,112,48789,7744,33,22,10,0,6,-1,1,0,1,6,1,3,,2,3,6,0,1,1,1,1,5.95,22.45,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1944,UK,GBR,112,49016,7405,32,23,10,0,6,-1,1,0,1,6,1,3,,2,3,6,0,1,1,1,1,5.50,20.33,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1945,UK,GBR,112,49182,7056,30,24,10,0,6,-1,1,0,2,7,1,3,,2,4,6,0,2,1,1,1,5.45,20.37,,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1946,UK,GBR,112,49217,6745,29,26,10,0,6,0,1,1,2,8,1,3,2,3,4,4,0,2,1,1,1,4.91,19.01,20.97,0,0,0,0,FLOAT,USA,,,0,,0,0,,,,,0,0,0,,,,0,0,,,0
1947,UK,GBR,112,49519,6604,28,27,10,0,7,0,2,1,2,8,1,3,3,3,4,3,0,2,1,1,1,4.79,22.29,20.84,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1948,UK,GBR,112,50014,6746,29,27,12,0,7,0,2,2,1,8,1,3,2,2,5,3,0,2,1,1,1,4.92,24.27,21.37,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1949,UK,GBR,112,50312,6956,30,27,12,0,7,0,2,2,2,8,1,3,3,2,5,4,0,3,1,1,1,5.19,27.37,21.37,0,0,1,0,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1950,UK,GBR,112,50127,6939,31,28,13,0,8,0,2,2,2,9,1,4,3,2,5,3,0,3,1,1,2,5.39,29.13,21.37,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1951,UK,GBR,112,50290,7123,32,28,14,0,8,0,3,3,2,9,1,4,3,2,5,4,0,3,1,1,2,5.43,33.51,20.99,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1952,UK,GBR,112,50430,7091,32,28,16,0,9,0,3,3,2,9,2,4,3,2,5,5,0,3,1,2,2,5.40,29.55,20.64,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1953,UK,GBR,112,50593,7346,33,29,17,0,10,0,3,3,2,9,2,4,3,2,5,5,0,3,2,2,1,5.15,27.64,20.90,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1954,UK,GBR,112,50765,7619,34,30,18,0,10,0,3,3,2,10,2,4,3,2,6,5,0,4,2,2,2,5.36,29.46,21.76,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1955,UK,GBR,112,50946,7868,35,31,19,0,10,0,3,3,2,10,4,4,3,2,6,5,0,4,2,2,2,6.21,30.45,21.67,0,0,1,1,PEG,USA,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1956,UK,GBR,112,51184,7929,35,31,21,0,11,0,3,3,2,10,5,5,3,1,6,5,0,4,2,2,2,6.43,32.00,21.02,0,0,1,1,PEG,USA,1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1957,UK,GBR,112,51430,8017,35,31,22,0,11,0,4,4,2,11,5,5,3,1,7,6,0,4,2,3,1,6.24,30.11,20.68,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1958,UK,GBR,112,51652,7966,35,32,23,0,12,0,3,3,2,11,5,5,3,1,7,6,0,5,3,3,2,5.96,34.34,22.17,0,0,1,1,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1959,UK,GBR,112,51956,8240,37,33,24,0,12,0,4,4,2,12,3,5,3,1,7,6,0,6,3,3,3,6.64,42.65,23.34,0,0,1,1,PEG,USA,1,1,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1960,UK,GBR,112,52372,8645,38,34,26,0,12,0,4,4,3,12,5,5,4,1,8,7,0,6,3,3,3,7.19,49.10,26.95,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1961,UK,GBR,112,52807,8857,39,35,28,0,12,0,4,4,3,12,5,6,4,1,9,7,0,7,3,3,3,7.15,48.94,27.53,0,0,1,1,PEG,USA,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1962,UK,GBR,112,53292,8865,39,35,29,0,13,0,4,4,3,13,4,6,4,1,9,8,0,7,4,4,4,7.76,51.50,32.55,0,0,1,1,PEG,USA,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1963,UK,GBR,112,53625,9149,40,36,31,0,13,0,5,4,3,14,4,6,5,1,10,8,0,8,4,4,4,7.86,55.94,28.64,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1964,UK,GBR,112,53991,9568,42,37,34,0,13,0,5,5,3,15,5,6,5,1,11,8,0,9,4,5,4,7.67,59.54,31.18,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1965,UK,GBR,112,54350,9752,43,38,36,0,14,0,5,5,3,16,6,6,5,1,12,9,0,10,4,5,5,8.08,56.97,32.02,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1966,UK,GBR,112,54643,9885,44,38,39,0,15,0,5,5,3,17,6,7,5,1,14,10,0,11,5,6,5,8.38,56.59,38.79,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1967,UK,GBR,112,54959,10049,44,39,41,0,15,0,6,5,3,19,6,7,6,1,15,11,0,12,6,6,5,8.29,53.64,37.82,0,0,1,1,PEG,USA,0,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1968,UK,GBR,112,55214,10410,46,40,45,0,15,0,7,7,4,21,7,7,6,1,17,12,0,13,7,7,6,8.20,53.22,43.70,0,0,1,1,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1969,UK,GBR,112,55461,10552,47,40,49,0,16,0,8,7,4,22,8,9,7,1,19,13,0,14,7,8,6,8.12,55.70,53.90,0,0,1,1,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1970,UK,GBR,112,55632,10767,48,41,54,0,17,1,8,8,4,25,7,9,7,1,21,14,0,16,8,9,7,7.73,63.30,66.21,0,0,1,1,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1971,UK,GBR,112,55907,10941,49,42,61,0,19,1,9,9,4,29,6,9,8,1,22,16,0,19,10,11,8,7.32,63.99,66.58,0,0,1,1,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1972,UK,GBR,112,56079,11294,50,44,68,0,20,0,10,10,5,35,6,9,10,1,24,19,0,24,12,13,10,6.64,85.45,69.89,0,0,1,1,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1973,UK,GBR,112,56210,12025,54,47,79,0,22,-1,15,12,5,43,9,11,14,1,30,21,0,30,14,16,14,6.76,91.67,72.33,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1974,UK,GBR,112,56224,11859,53,46,88,0,26,-3,22,17,6,48,11,15,16,1,38,27,0,35,16,17,17,6.25,91.45,72.57,1,1,0,0,FLOAT,DEU,0,0,-1,0,0,0,,,0,0,0,-1,0,,,,0,0,0,0,0
1975,UK,GBR,112,56215,11847,53,46,109,0,32,-2,23,19,6,54,10,15,16,0,45,37,0,41,18,25,15,6.58,81.69,74.67,0,0,0,0,FLOAT,DEU,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1976,UK,GBR,112,56206,12115,54,46,129,0,37,-1,29,25,7,60,11,14,18,0,51,44,1,47,21,30,18,5.78,84.53,77.63,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1977,UK,GBR,112,56179,12384,55,46,151,0,42,0,34,32,8,69,8,12,19,1,56,49,1,55,25,35,20,5.84,89.67,78.64,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1978,UK,GBR,112,56167,12828,57,48,175,0,45,1,37,35,9,79,9,12,22,1,67,56,0,63,30,42,21,5.82,88.97,78.55,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1979,UK,GBR,112,56228,13167,58,50,207,0,50,-1,44,41,10,91,13,11,29,0,84,66,0,81,35,56,25,5.63,91.57,79.80,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1980,UK,GBR,112,56314,12931,57,50,243,0,58,2,46,47,11,107,15,12,35,0,96,81,0,97,41,67,30,5.52,92.20,78.82,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1981,UK,GBR,112,56383,12747,56,50,269,0,65,5,48,51,12,121,13,13,37,0,107,95,1,119,48,84,35,4.80,100.19,81.56,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1982,UK,GBR,112,56340,12955,57,51,295,0,70,2,54,56,12,137,11,12,38,0,116,105,1,146,60,105,41,4.61,112.80,83.78,0,0,0,0,FLOAT,DEU,0,0,0,0,1,0,,,0,0,0,0,0,,,,0,0,0,0,0
1983,UK,GBR,112,56383,13404,59,53,323,0,73,1,63,61,13,155,10,10,42,0,125,114,1,170,73,127,43,4.68,109.65,83.08,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1984,UK,GBR,112,56462,13720,61,54,347,0,77,-2,76,71,13,176,9,10,46,0,137,123,1,199,87,149,50,3.90,119.63,84.37,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1985,UK,GBR,112,56620,14165,63,56,382,0,80,-1,82,78,14,202,12,10,50,0,143,133,1,231,103,177,55,4.45,117.71,82.31,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1986,UK,GBR,112,56796,14742,65,59,411,0,83,-4,83,73,15,234,10,9,57,0,154,139,1,273,125,207,66,5.03,116.15,81.25,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1987,UK,GBR,112,56982,15393,68,62,457,0,86,-7,92,80,15,272,9,9,67,0,169,149,1,322,147,246,76,5.33,120.04,78.15,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1988,UK,GBR,112,57160,16110,71,67,513,0,89,-19,103,81,17,319,10,9,84,0,186,154,1,400,178,300,100,5.42,130.35,76.84,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1989,UK,GBR,112,57324,16414,72,69,567,0,93,-25,118,93,18,377,13,9,101,0,206,164,1,481,206,353,128,4.91,130.44,74.11,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1990,UK,GBR,112,57493,16430,73,69,617,0,100,-20,122,102,18,422,14,11,100,0,221,191,1,542,233,397,145,4.69,127.36,72.03,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1991,UK,GBR,112,57666,16155,72,68,649,0,108,-9,115,104,19,447,11,10,99,0,223,214,1,567,256,424,143,4.48,127.99,71.52,1,1,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1992,UK,GBR,112,57866,16133,71,68,673,0,112,-11,122,108,19,463,9,9,95,0,226,239,1,573,274,431,142,4.03,122.15,73.64,0,0,1,1,PEG,DEU,1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1993,UK,GBR,112,58027,16458,73,69,709,0,115,-10,136,122,20,484,5,8,93,0,242,254,1,582,291,447,135,4.20,117.53,73.07,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1994,UK,GBR,112,58213,17118,76,71,746,0,117,-3,147,135,22,506,5,8,95,0,261,265,1,598,309,469,129,4.64,117.11,73.62,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1995,UK,GBR,112,58426,17586,78,72,784,0,120,-5,168,153,23,556,6,8,95,0,274,277,1,638,324,494,144,4.67,113.60,72.36,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1996,UK,GBR,112,58619,18044,80,75,838,0,123,-5,184,168,24,609,6,8,93,0,294,285,1,682,342,519,164,4.71,106.22,71.98,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1997,UK,GBR,112,58808,19115,82,77,883,0,125,-1,187,172,26,680,6,7,99,0,320,292,1,700,361,518,182,4.51,102.60,73.49,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1998,UK,GBR,112,59036,19724,84,80,928,0,127,-4,185,163,28,741,7,6,106,0,339,299,1,744,381,551,192,4.59,103.27,73.61,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1999,UK,GBR,112,59293,20269,86,83,968,0,129,-25,195,165,31,771,5,5,114,0,365,308,1,805,411,601,204,4.62,108.80,73.29,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2000,UK,GBR,112,59522,21046,89,86,1028,0,130,-24,220,187,32,832,6,5,129,0,371,351,1,892,443,664,228,5.31,109.35,74.70,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2001,UK,GBR,112,59723,21567,91,89,1067,0,132,-22,230,188,35,885,5,5,142,0,382,375,1,979,484,733,247,5.23,109.62,74.95,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2002,UK,GBR,112,59912,22008,93,92,1121,0,133,-22,233,186,37,945,4,5,168,0,387,406,1,1090,546,827,264,4.85,116.77,75.60,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2003,UK,GBR,112,60095,22763,95,94,1190,0,135,-19,236,188,40,1006,4,5,200,0,408,447,1,1194,622,916,277,4.87,117.47,77.14,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2004,UK,GBR,112,60271,23307,98,97,1255,0,137,-22,251,190,42,1079,4,5,230,0,446,481,1,1308,696,1015,293,4.74,115.96,77.71,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2005,UK,GBR,112,60441,23810,100,98,1330,0,140,-16,280,211,44,1186,5,4,243,0,480,518,1,1426,763,1062,363,4.08,110.89,78.67,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2006,UK,GBR,112,60609,24285,102,100,1407,0,143,-31,320,243,46,1304,5,4,255,0,507,546,1,1593,847,1164,428,4.09,106.06,78.40,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2007,UK,GBR,112,60776,25002,104,102,1484,0,146,-36,311,220,49,1443,6,5,276,0,538,576,0,1763,925,1267,496,3.60,105.81,78.09,1,1,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2008,UK,GBR,112,60944,24602,102,102,1520,0,152,-53,346,252,52,1497,4,5,266,1,565,641,1,1843,978,1336,507,2.87,97.25,77.72,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2009,UK,GBR,112,61067,23489,97,98,1486,0,155,-44,311,228,56,1518,1,5,240,1,516,663,1,1841,1001,1347,493,4.63,95.57,75.36,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2010,UK,GBR,112,61557,23777,98,98,1580,0,160,-43,364,265,58,1556,1,4,254,1,550,696,1,1670,1014,1221,449,5.03,101.93,74.24,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2011,UK,GBR,112,62072,23968,99,97,1635,0,167,-29,399,298,61,1578,0,4,249,1,578,697,1,1643,1026,1219,424,5.10,101.85,75.68,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2012,UK,GBR,112,62484,24154,100,97,1685,0,172,-62,409,300,64,1660,0,3,250,1,597,727,1,1628,1037,1220,407,5.12,102.93,74.80,0,0,0,0,FLOAT,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2013,UK,GBR,112,62877,24494,101,99,1753,0,176,-77,413,305,67,1722,0,3,258,1,623,715,1,1615,1050,1223,395,5.55,99.18,73.01,0,0,0,0,FLOAT,DEU,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
